artists,album,title,title_with_featured,lyrics,url
Bad Bunny,El Último Tour del Mundo,TE DESEO LO MEJOR,TE DESEO LO MEJOR,"[Letra de ""TE DESEO LO MEJOR""]

[Verso 1]
Yo sé que soy un cabrón
Que no merezco tu perdón
Te juro que no e' mi intención
Pero si escucha' esta canción

[Coro]
Te deseo lo mejor
Ojalá que te olvides de mí-í-í-í-í
Yo sé que fui lo peor
Y tú mereces ser feli'-i'-i'-i'
Me voy antes de que sea tarde
Y el corazón te destroce otra ve'
Ya sé que soy un cobarde
Si quiere' haz quе no me conoce', está biеn

[Verso 2]
Otra ve' no cumplí lo que te prometí
Otra ve' te fallé, otra ve' te mentí, eh-eh
Otra ve' me toca ser el malo
¿De qué valen la' flore' y lo' regalo'?
Si soy culpable de tu dolor
Y por mí ahora ere' peor
No quiere' que más nadie te hable de amor
Pero yo—

[Coro]
Te deseo lo mejor
Ojalá que te olvides de mí-í-í-í-í
Yo sé que fui lo peor
Y tú mereces ser feli'-i'-i'-i'
Me voy ante' de que sea tarde
Y el corazón te destroce otra ve'
Ya sé que soy un cobarde
Si quiere' haz que no me conoce', está bien, eh

[Outro Instrumental]",https://genius.com/Bad-bunny-te-deseo-lo-mejor-lyrics
Bad Bunny,El Último Tour del Mundo,YO VISTO ASÍ,YO VISTO ASÍ,"[Letra de ""YO VISTO ASÍ""]

[Intro]
Yeh-yeh, yeh, yeh-yeh, yeh-yeh, yeh-yeh
Yeh-yeh
Yeh-yeh
Ey, ey, ey

[Coro]
Yo visto así, no me vo'a cambiar
Si no te gusta no tienes que mirar
Yo visto así, no me vo'a cambiar
Me pongo lo que quiera, tú no lo va' a pagar
Lo que digas no me importa (La-la, la-la)
No me importa (La-la)
Lo que digas no me importa (La-la, la-la)
No me importa (La-la, la-la), ey

[Verso 1]
Boté to' las Nikes, firmé con Adidas (Wuh)
Mi flow no creo que venga en tu medida
Yo hago lo que quiera, cabrón, es mi vida, ey
Como Juan Gabriel cantando ""Querida""
Nunca dejo que el odio decida
Mi valor no se basa en cómo yo me vista
Tú criticando y yo en portada' de revista, yeh-yeh
Me importan muchas cosa'
Pero tu opinión no está en esa lista
Hoy salí con piquete de artista

[Refrán]
Y Louis Vuitton el backpack, la combi Flaglag
Tanta suerte, debería jugar blackjack
Si quiero me visto de panda como Jack Black
Y ustede' loco, los tengo haciéndome Hack-Shaq

[Coro]
Yo visto así, no me vo'a cambiar
Si no te gusta no tienes que mirar
Yo visto así, no me vo'a cambiar
Me pongo lo que quiera, tú no lo va' a pagar
Lo que digas no me importa (La-la, la-la)
No me importa (La-la)
Lo que digas no me importa (La-la, la-la)
No me importa (La-la, la-la)

[Verso 2]
Cuando niño mami me vestía
Quizá la tuya mató tus fantasías
Si fuera bombero, me vistiera de polícia
Y le prendiera fuego al que criticaba si repetía
Y si yo quiero la uso mil vece' (Ey)
Con el mismo mahón todos se parecen (Wuh, wuh, wuh, wuh)
Las mismas tenis, mis pie' ya no crecen (Wuh), eh-eh
Si quiero un flow nuevo siempre que amanece (Yeh-yeh, yeh-yeh)
Cuello de tortuga con raya' y pece' (Yeh-yeh, yeh-yeh)

[Refrán]
Y Louis Vuitton el backpack, la combi Flaglag
Tanta suerte, debería jugar blackjack
Si quiero me visto de panda como Jack Black
Y ustede' loco, los tengo haciéndome Hack-Shaq (Ah)

[Outro]
Yo visto así
Yeh-yeh, ey
Yo visto así (Ah-ah-ah), ey
Yo visto así (Yeh-yeh-yeh-yeh)
Yo visto así (Así), jaja",https://genius.com/Bad-bunny-yo-visto-asi-lyrics
Bad Bunny,El Último Tour del Mundo,HACIENDO QUE ME AMAS,HACIENDO QUE ME AMAS,"[Letra de ""HACIENDO QUE ME AMAS""]

[Intro]
Ya no confío en tu mirada
Y tus beso' no saben igual, eh
Queda algo, pero casi nada
Y el amor no se trata de intentar, eh

[Pre-Coro]
Y ya no se siente igual cuando hacemos el amor
Tratar de olvidar, ese ha sido nuestro error
Porque hay heridas que no sanan
De la noche a la mañana, eh, eh-eh-eh-eh

[Coro]
Y si ya se acabó, oh-oh-oh-oh-oh
No lo ocultes, dímelo, oh-oh-oh-oh-oh
No lo hagas peor, o-or, o-or
Haciendo que me amas, haciendo que me amas
Y si ya se acabó, oh-oh-oh-oh-oh
No lo ocultеs, dímelo, oh-oh-oh-oh-oh
No lo hagas peor, o-or, o-or
Haciendo quе me amas, haciendo que me amas

[Verso]
Ey, ey
Recuerdo el día en que te conocí
Tu sonrisa despué' de decir que sí
Me besaste y en el aire me mecí
Tenía poco, pero todo te ofrecí
Y está cabrón, han pasado tantos año'
Desde que te conozco y de nuevo somo' dos extraño'
Tus primero' beso' los extraño
Los polvo' en la cocina y en el baño
Las noche' de cine y cena para dos
Tus ""te amo"" se oyen raro', te ha cambia'o hasta la voz
Me siento hasta pendejo creyéndome to' lo que dice Amós
Pero es verda', es tiempo de decir adiós
Ey, ey, no sé quién tuvo la culpa, pero ya ni viene al caso
Devuélveme mi corazón aunque sea en pedazo'
Ey, que yo los pego paso a paso
Pero ya suéltame en banda, que me atraso
Por el bien tuyo, por el bien mío (Oh)
Tú sabe' que esto del amor termina en lío' (Oh)
Si te veo con otro te sonrío (Oh)
¿Pa' qué odiarno' despué' de lo que hemo' vivío'?  (Oh)
Uno nace solo y solo se muere
Se comparte, se disfruta, se ama y se quiere
Pero nunca te olvide' de quién tú ere', nah, nah
Ni por hombre' ni mujere', eh",https://genius.com/Bad-bunny-haciendo-que-me-amas-lyrics
Bad Bunny,El Último Tour del Mundo,BOOKER T,BOOKER T,"[Letra de ""BOOKER T""]

[Intro]
Ey, ey

[Verso 1]
Los pongo a bailar ""La Pelúa"" (Wuh)
Y el que no baile que lo despeluquen (Ey)
Hijueputas, no me cuquen (No)
Lean los números pa' que se eduquen (Wuh)
Yo no hago cancione', hago himnos pa' que no caduquen (Ey)
En este género yo fui un Hadōken (Ey, ey, ey)
Y se extinguieron como los dinosaurs (Prr; ah)
Antes que me apague' se apaga el sol
Subimo' y rompimo' el ascensor (Ah)
El prepa que les tiró Barbasol
Ah, maldito Conejo
Ahora los miro de arriba y de lejo', ey
No contesto DM, no, hablen con mi manejo
Pero él también va a pichear
Te juro que yo no me quise embichar, ey (Ah, ah, ah)
Le metí a toa' mis crush, shh, ya me aburro hasta 'e chichar (Ay, rra)
Y yo sí soy milly sin usar Richard (Ey)
Yankee se retira y vamo' a switchear (Ah; uh)
Voy a ser el jefe, me van a fichar (Ey)
Mi nombre por siempre se va a escuchar (Uh, uh, uh)

[Coro]
Porque estoy en mi peak (Ey)
Estoy en mi peak (Estoy en mi peak; ey)
Soy un rey, campeón, Booker T (Wuh, wuh, wuh), ey, ey
Estoy en mi peak, ey (Estoy en mi peak)
Estoy en mi peak, ja (Estoy en mi peak)
Mírame en lo que me convertí (Mírame, mírame)

[Verso 2]
Le' molesta mi premio de compositor
Pero es que ya nadie compone
Ninguna 'e esta gente escribe en sus canciones, so no se emocionen (Uh)
El disco más vendío' de este puto año (Ey)
Los llevé pa' la escuela, to' el mundo tratando de hacerle secuela
Siguen en la fila, nadie se me cuela (Ey)

[Puente]
Cheki, morena, cheki
Cheki, morena, eh
Bad Bunny se llevó to' los premio' y el cabrón ni fue (Eh)

[Verso 3]
Ustedes pagando pa' irse virale' (Ey)
Yo pegando temas sin hacerle' promo (Promo)
La gente se pregunta cómo (¿Cómo?)
Desde chamaquito saben cómo somo', nunca pido tenqui
Yo soy coco, ustede' bakin' (Wuh)
Booker T tirándome un breaking

[Coro]
Estoy en mi peak, cabrón (Ey, ey, ey, ey, ey)
Y vo'a seguir en mi peak, cabrón, ey
Soy un rey, campeón, Booker T, ey (Booker T)
Estoy en mi peak (Estoy en mi peak), ey
Y vo'a seguir en mi peak, ey, ey (Normal)
Mírame, ¿que tú qué?, ¿que tú qué? (Nah-nah) Nah-nah
Cabrón, tú eres feka

[Outro]
Can you dig it, sucka'?
Ey, ey
Ey
Ni voy a frontear, dale a repeat, cabrón
Pa' que veas que estoy bien hijueputa",https://genius.com/Bad-bunny-booker-t-lyrics
Bad Bunny,El Último Tour del Mundo,LA DROGA,LA DROGA,"[Letra de ""LA DROGA""]

[Intro]
Uh, uh-uh
Uh-uh, uh-uh

[Refrán]
Tú ere' la droga de la que mami me hablaba (¡Ey!)
La que moría si probaba (¡Oh!)
Y yo de idiota pensando que me amaba'
Ey, ey, no sabía nada (¡No!)
Tú ere' la droga de la que mami me hablaba (¡Mala!)
La que moría si probaba (¡Ja!)
Y yo de idiota pensando que me amaba' (Juju)
Ey, ey, no sabía nada (¡Oh-oh-oh-oh!)

[Coro]
Otro Phillie pa' olvidarte
Pero si me llama', vo'a buscarte
Tú ere' mala y no puedo soltarte
Y eso me endiabla (Nah, nah), y eso me endiabla
Otro Phillie pa' olvidarte
Pero si me llama', vo'a buscarte
Tú ere' mala y no puedo soltarte
Y eso me endiabla, y eso me endiabla

[Verso 1]
No me lo niegue', tú me hiciste brujería (¡Bruja!)
La calavera encima de una foto mía (Ah)
Te extraño por las noches, te odio por el día (Eh-eh)
Te llevaste mi alma, mi vida ya no es mía (¡No!)
Desde chiquito metío' en problema' (Prr)
Pero tú ere' el meno' que vale la pena
Yo que te regalé hasta mi cadena (No-no)
Ey, me tienes una condena

[Refrán]
Tú ere' la droga de la que mami me hablaba (Mala)
La que moría si probaba (¡Oh!)
Y yo de idiota pensando que me amaba' (Nah)
Ey, ey, no sabía nada (¡Ey, ey, ey, ey, uh!)
Tú ere' la droga de la que mami me hablaba (¡Mala!)
La que moría si probaba (¡Oh!)
Y yo de idiota pensando que me amaba' (¡Nah!)
Ey, no sabía nada

[Verso 2]
Tu juego no quiero jugar
Yo siempre quise algo real
Tú me chinga' rico, pero me trata' mal
Fui al psicólogo y me puso a fumar
Me dijo: ""Si te patea no te quiere na'"" (Na', na')
Son labio' compartido', lo dijo Maná (-na', -na')
No confíe' en mujere', solo en tu mamá ('Má, 'má)
Si te corre como chinga, métele y más na' (Na', na')

[Coro]
Otro Phillie pa' olvidarte
Pero si me llama', vo'a buscarte
Tú ere' mala y no puedo soltarte
Y eso me endiabla (Nah, nah), y eso me endiabla
Otro Phillie pa' olvidarte
Pero si me llama', vo'a buscarte
Tú ere' mala y no puedo soltarte
Y eso me endiabla, y eso me endiabla

[Outro]
Eh, eh, eh-eh, ah
Otro Phillie
Pa' olvidarte
Eh-eh, eh-eh",https://genius.com/Bad-bunny-la-droga-lyrics
Bad Bunny & Jhay Cortez,El Último Tour del Mundo,DÁKITI,DÁKITI,"[Letra de ""DÁKITI""]

[Coro: Jhay Cortez]
Baby, ya yo me enteré, se nota cuando me ve'
Ahí donde no has llega'o sabe' que yo te llevaré
Y dime qué quiere' beber, es que tú ere' mi bebé
¿Y de nosotro' quién va a hablar? Si no nos dejamo' ver

[Verso 1: Bad Bunny]
Y a vece' e' Dolce, a vece' Bulgari
Cuando te lo quito despué' de lo' partie'
Las copa' de vino, las libra' de mari
Tú estás bien suelta, yo de safari
Tú muevе' el culo fenomenal
Pa' yo dеvorarte como animal
Si no te ha' venío', yo te vo'a esperar
En mi cama y lo vo'a celebrar

[Pre-Coro: Jhay Cortez & Bad Bunny]
Baby, a ti no me opongo
Y siempre te lo pongo
Y si tú me tira', vamo' a nadar en lo hondo
Si e' por mí te lo pongo
De septiembre hasta agosto
A mí sin cojone' lo que digan tu' amiga'

[Coro: Bad Bunny & Jhay Cortez]
Ya yo me enteré, se nota cuando me ve'
Ahí donde no ha' llega'o sabe' que yo te llevaré
Y dime qué quiere' beber, e' que tú ere' mi bebé
¿Y de nosotro' quién va a hablar? Si no nos dejamo' ver (¿Me sigue'?)

[Verso 2: Jhay Cortez & Bad Bunny]
Mami, me tiene' juquea'o, sí
Si fuera' la Uru', me tuviese' parquea'o
Dando vuelta' por Condado, contigo siempre arrebata'o
Tú no ere' mi señora, pero
Toma cinco mil, gástalo en Sephora
Louis Vuitton, ya no compra en Pandora
Como piercing, a los hombre' perfora, eh-eh-eh

[Puente: Bad Bunny & Jhay Cortez]
Hace tiempo le rompieron el cora (El cora)
Estudiosa, puesta pa' ser doctora (Doctora)
Pero (Pero), le gustan los títere' wheeleando motora (Motora)
Yo estoy pa' ti las veinticuatro hora'

[Pre-Coro: Jhay Cortez & Bad Bunny, Ambos]
Baby, a ti no me opongo
Y siempre te lo pongo (-pre te lo pongo)
Y si tú me tira', vamo' a nadar en lo hondo (Nadar en lo hondo)
Si es por mí te lo pongo
De septiembre hasta agosto
Y a mí sin cojone' lo que digan tu' amiga'

[Coro: Bad Bunny & Jhay Cortez]
Ya yo me enteré, se nota cuando me ve'
Ahí donde no ha' llega'o sabe' que yo te llevaré
Y dime qué quiere' beber, e' que tú ere' mi bebé
¿Y de nosotro' quién va a hablar? Si no nos dejamo' ver

[Outro: Bad Bunny]
Y a vece' e' Dolce, a vece' Bulgari
Cuando te lo quito despué' de lo partie'
La' copa' de vino, las libra' de mari
Tú estás bien suelta, yo de safari
Tú mueve' el culo fenomenal
Pa' yo devorarte como animal
Si no te ha' venío', yo te vo'a esperar
En mi cama y lo vo'a celebrar",https://genius.com/Bad-bunny-and-jhay-cortez-dakiti-lyrics
Bad Bunny,El Último Tour del Mundo,TRELLAS,TRELLAS,"[Letra de ""TRELLAS""]

[Coro]
Mirando las estrellas me acordé de ti
Y me pregunté si habrá alguien para mí
Quizás en otra galaxia lejos de aquí
No sé, no sé

[Verso]
Dando vueltas por Marte a alguien conocí
Y tuvimos un date en la luna
Te juro que me gustaba hasta que pensé en usted, usted
Y ya he viajado en el tiempo, he conocido el espacio
Y no encuentro a nadie como tú
Me besé con un alien, tuve sexo con marcianas
Y nadie me gusta más que tú
Yo seguiré buscando mil años luz

[Interludio]
Uh-uh
Uh-uh
Uh-uh

[Coro]
Mirando las estrellas me acordé de ti
Y me pregunté si habrá alguien para mí
Quizás en otra galaxia lejos de aquí
No sé, no sé, ey

[Outro]
Uh-uh
Uh-uh
Uh-uh",https://genius.com/Bad-bunny-trellas-lyrics
Bad Bunny & ABRA,El Último Tour del Mundo,SORRY PAPI,SORRY PAPI,"[Letra de ""SORRY PAPI""]

[Intro: Bad Bunny]
Ey, ey

[Verso 1: Bad Bunny]
La tierra tiembla cuando te mueve'
Si e' por mí te doy de vierne' a jueve', eh
No hay quien la releve
Si no e' un 10, e' un 9.9
La nena es top, cacha to' lo' drop
Chiquita y peligrosa como una Glock
Ya casi no sube storie', mucho meno' TikTok
Yo soy fan de ella, estoy pendiente de to'
De to' su' movimiento', ver ese culo e' un evento
Ven, jódeme lo' sentimiento'
Y te compro un apartamento
Móntate conmigo en el Ferrari, que me sobra un asiento
Tú va' a ser mía, lo presiento
Aunque detrás tienes que tener dosciento'
Te vo'a tirar die' mil quiniento'
Dime, bae

[Coro: ABRA]
Sorry, papi
Yo no soy tu mami (No-oh)
Yo hago lo que yo quiera
Y también tengo lo mío en la cartera
Sorry, papi
Yo no soy tu mami (No-oh)
Yo hago lo que yo quiera
Y también tengo lo mío en la cartera

[Verso 2: Bad Bunny]
Nah, ¿cómo va' ser?
Dime qué tengo que hacer
Ya mismo va a amanecer
A ti te doy hasta la clave de mi cel
Quiero comerte como Cell
¿Cómo te llama'?
No' podemo' conocer
Te juro será un placer
Eso' ojito' te los hicieron a pincel
Otra como tú no vuelve a nacer
Ese culo e' arte de exhibición
Si quiere' yo pago una subscripción
""Diosa"", esa es tu definición
Te quiero con to' y la bendición
Única, no tiene gemela
Tú te merece' caminar en pasarela
Fuma y los ojos se ponen como espinela
Quiero hacerte un gol y que suenen la' vuvuzela'
Alguno' piensan que es de Venezuela
Pero es de PR, ahí está la candela
Mami, tú ere' mi santa, yo te prendo vela'
Esperando a que me quiera'

[Coro: ABRA]
So-So-Sorry, papi
Yo no soy tu mami (No-oh)
Yo hago lo que yo quiera
Y también tengo lo mío en la cartera
Sorry, papi
Yo no soy tu mami (No-oh)
Yo hago lo que yo quiera
Y también tengo lo mío en la cartera

[Outro: ABRA]
(Yo no soy tu mami)
(Yo hago lo que yo quiera)
(Y también tengo lo mío en la cartera)
What the hell?",https://genius.com/Bad-bunny-and-abra-sorry-papi-lyrics
Bad Bunny,El Último Tour del Mundo,120,120,"[Letra de ""120""]

[Intro]
Ey, ey

[Verso]
Por ti me monto en el carro y meto 120
Si me dice' qué quiere' de frente
Me está' tentando, tú ere' una serpiente
Psíquica, te metiste en mi mente (Eh, eh)
Por ti me voy en contra de la corriente (Ah)
No te quite' la ropa sin ponerme los lente' (Eh, eh)
Que quiero verte bien, ey (Quiero verte bien)
Que quiero darte bien, ey (Que quiero darte bien; ey, eh)
¿Bajarle yo? Nah, nunca se me va a ocurrir (No)
Bad Bunny en una pista e' un Bugatti en un carril (Uh-uh)
Ya salió el sol y no quiero dormir (No)
Mueve ese culo y yo tiro cien mil (Eh, eh)
Tú cumple' en octubre, pero yo te quiero abril (Ey, ey, ey)
Ven, que te voy a hacer venir (Uh)
A la casa en P.R. o la de Beverly Hills (Uh-uh)
Por si me llaman los Lakers pa' dirigir
Porque saben que aquí siempre coronamo'
Invicto', nunca perdemo'
La baby e' piquetúa', por eso roncamo'
En la G-Wagon siempre prendemo'
Fuck you, ey, a to' el mundo le pichamo'
Porque nadie sabe lo que tenemo'
Y lo rico que se siente cuando chingamo'
Después a la normalidad volvemo' sin decirno' ""te amo""

[Puente Instrumental]

[Outro]
Por ti me monto en el carro y meto 120
Me está' tentando, tú ere' una serpiente
Psíquica, te metiste en mi mente",https://genius.com/Bad-bunny-120-lyrics
Bad Bunny,El Último Tour del Mundo,ANTES QUE SE ACABE,ANTES QUE SE ACABE,"[Letra de ""ANTES QUE SE ACABE""]

[Intro]
Y que reciban de mí siempre paz, mucha paz
Pero sobre todo mucho, mucho, mucho, mucho
Yeh-yeh, yeh-yeh, yeh-yeh-yeh
Yeh-yeh-yeh
Yeh, ey

[Verso 1]
Un día bien, al otro mal
Así e' la vida y eso no va a cambiar
A vece' para sonreír hay que llorar
Cierra los ojos y aprende a volar, ah

[Estribillo]
Y antes que se acabe to' esto
Voy a vivir mi vida, si me muero e' contento
Y hoy quiero alcohol y sexo en excеso
Pa' darte problema' mejor tе doy un beso
Y antes que se acabe to' esto
Voy a vivir mi vida, si me muero e' contento
Y hoy quiero alcohol y sexo en exceso
Pa' darte problema' mejor te doy un beso-oh-oh

[Drop]
Dale-Dale
Pa' darte problema' mejor te doy un beso
Antes-Antes que se a—, que se acabe-cabe
Antes-Antes que se a—, que se acabe-cabe (Dale-Dale)
Antes-Antes que se a—, que se acabe-cabe
Voy a vivir pa' llorar, voy a vivir

[Verso 2]
Un shot de amor por la casa que yo invito
Pa' celebrar que respiramo' ese humito
Llorar nunca ha sido un delito
Y los día' lluvioso' a vece' son lo' más bonito'
Pero hoy salió el sol y me siento mejor, eh-eh, eh
Lo malo pasó, el tiempo es mi doctor
La vida e' una movie, soy mi propio director
Prendan-Prendan, y traiganme el alcohol
Que no tengo tiempo pa' guardar rencor
Ya no cojo lucha, y meno' si es un alcohol
Abraza a tu hermano y no mires el color
Que aquí to' somo' iguale', eh
Cuanto tú ames, eso es lo que vales
Hoy voy a hacer un truco en la longboard, pero si no me sale (Pero si no me sale)

[Estribillo]
Antes que se acabe todo esto
Voy a vivir mi vida, si me muero e' contento (Dale, dale)
Y hoy quiero alcohol y sexo en exceso
Pa' darte problema' mejor te doy un beso
Y antes que se acabe to' esto
Voy a vivir mi vida, si me muero e' contento (Dale, dale)
Y hoy quiero alcohol y sexo en exceso
Pa' darte problema' mejor te doy un beso

[Outro]
Antes-Antes que se a—, que se acabe-cabe
Antes-Antes que se a—, que se acabe-cabe
Antes-Antes que se a—, que se acabe-cabe
Voy a vivir pa' llorar, voy a vivir
Amor",https://genius.com/Bad-bunny-antes-que-se-acabe-lyrics
Trío Vegabajeño,El Último Tour del Mundo,CANTARES DE NAVIDAD,CANTARES DE NAVIDAD,"[Letra de ""CANTARES DE NAVIDAD""]

[Coro]
Navidad que vuelve, tradición del año
Unos van alegres y otros van llorando
Navidad que vuelve, tradición del año
Unos van alegres y otros van llorando

[Verso]
Hay quien tiene todo, todo lo que quiere
Y sus navidades siempre son alegres
Hay otro muy pobre, que no tiene nada
Solo que prefiere que nunca llegara

[Coro]
Navidad que vuelve, tradición del año
Unos van alegres y otros van llorando
Navidad que vuelve, vuelve la parranda
En fiesta de reyes todo el mundo canta

[Interludio Instrumental]

[Refrán]
Traigo un ramillete, traigo un ramillete
De un lindo rosal
Un año que viene y otro que se va
Un año que viene y otro que se va
Dime que me quieres, dime que me quieres
Que me adoras, ma'
Un año que viene y otro que se va
Un año que viene y otro que se va
Traigo un ramillete, traigo un ramillete
De un lindo rosal
Un año que viene y otro que se va
Un año que viene y otro que se va
Vengo del olivo, vengo del olivo
Voy pa'l olivar
Un año que viene y otro que se va
Un año que viene y otro que se va
Traigo un ramillete, traigo un ramillete
De un lindo rosal
Un año que viene y otro que se va
Un año que viene y otro que se va

[Interludio Instrumental]

[Outro]
Traigo un ramillete, traigo un ramillete
De un lindo rosal
Un año que viene y otro que se va
Un año que viene y otro que se va",https://genius.com/Trio-vegabajeno-cantares-de-navidad-lyrics
Bad Bunny,Las que no iban a salir,SI ELLA SALE,SI ELLA SALE,"[Letra de ""SI ELLA SALE""]

[Intro]
Yeh-yeh, yeh-yeh, yeh-yeh
La calle está apagá', pero ella la va a prender (Rra)

[Coro]
Porque si ella sale (Sale, sale)
To'a la' amiga' salen (Wuh, wuh)
En la disco muy dura', no son normale' (No, no)
Una es callá', la otra está bien loca, ey
Pastilla' y se besan en la boca
Si ella sale (Sale, sale)
To'a la' amiga' salen (Wuh, wuh)
En la disco muy dura', no son normale' (No, no, no, no)
Una es callá', la otra está bien loca, ey
Pastilla' y se besan en la boca

[Verso]
Y si ella sale (Ella sale, sale, sale), ey
To'a la' amiga' salen (Ey, ey, ey)
Comentario' de envidiosa' no le valen (Nah)
No le gustan psycho ni que la acorralen (No)
Je, je, uy, qué sofoque' (Wuh)
Mejor no la provoque' (No)
Que se calla el que la toque (Prr)
A ley de na' pa' que se aloque (Jeje, jeje)
Baby, ese bumper aguanta el choque (Skrrt)
Me gustan naturale' (Ey)
Pero no se ve mal lo que se hizo (Fiu, fiu)
Pa' darle tengo permiso (Huh)
Le metí en el 37, heh (Huh)
Se escucha hasta en el primer piso
Ven y bájatelo de nuevo
Dale, yo te aviso (Wuh-uh-uh-uh-uh-uh), eh
La nena tiene poder (Wuh)
Tranquilita, pero de nadie se deja joder (No, no), uh
No se deja ver (No)
La calle está apagá', pero ella la va a prender (Rra)

[Coro]
Porque si ella sale (Sale, sale)
To'a la' amiga' salen (Wuh, wuh)
En la disco muy dura', no son normale' (No, no)
Una es callá', la otra está bien loca, ey
Pastilla' y se besan en la boca
Si ella sale (Sale, sale)
To'a la' amiga' salen (Wuh, wuh)
En la disco muy dura', no son normale' (No, no, no, no)
Una es callá', la otra está bien loca, ey
Pastilla' y se besan en la boca",https://genius.com/Bad-bunny-si-ella-sale-lyrics
Bad Bunny & Zion & Lennox,Las que no iban a salir,MÁS DE UNA CITA,MÁS DE UNA CITA,"[Letra de ""MÁS DE UNA CITA""]

[Intro: Bad Bunny]
Hace mese' que se dejó, que se dejó (Que se dejó)
Hasta de la rede' ella se alejó, ella se alejó (Se alejó)
Y ahora volvió má' dura, eh-eh-eh (Eh)
Pa'l mal de amore' encontró la cura, eh-eh-eh (Eh)

[Coro: Zion]
Y pa' enamorarla, ah-ah-ah-ah
Se necesita más de una cita
Y pa' enamorarla, ah-ah-ah-ah
Se necesita, ey, más de una cita, ey

[Verso 1: Lennox]
Ahora ven que ya apretó (Sup), no le baja ni do' (Sup, sup)
Lleva a la' demá' ajorá' con su flow (Rra, rra)
'Tá desacatá' (Su), más fuerte ella viró (Yah)
Ahora me toca a mí conquistarla, esa e' mi misión (Sup)
Mami (Toma, toma), sé que te gusta pecar (Su, su)
Pero que no se aprovechen de ti (Tra, tra)
Ya sé que tú ere' mía (Rra, rra), y tu' fantasía' la' voy a cumplir (-plir)
Ya te ha' fuma'o una seta, te pone' coqueta
Eso a mí me tiene loco (Loco; ah)
Mamacita (Rra, rra)

[Coro: Zion]
Y pa' enamorarla, ah-ah-ah-ah
Se necesita, ey, más de una cita, ey
Y pa' enamorarla, ah-ah-ah-ah
Se necesita, ey, más de una cita, ey

[Verso 2: Bad Bunny]
Yeah-yeah-yeah, yeah-yeah-yeah
Contigo me voy a ciega' (Ciega'), eh
Una baby exclusiva, no con cualquiera pega (Pega)
Yo no soy un niño y sé (Niño y sé)
Que con el amor no se juega (Juega), tú me quiere' pero me lo niega'
Y ven, que la bellaquera se va a acumular
Ya me confesé, déjame comulgar
A mí también me hicieron daño
Yo también estuve en tu lugar (Tu lugar)
Y te sorprendo cuando prendo (Prendo)
Tú dice' que te miento, yo lo entiendo (Entiendo)
Es que los hombre' ya no tienen credibilidad (-bilidad)
Pero pa' hacerte venir tengo la habilidad (Habilidad)
Qué rico la pasamo' en la intimidad (Intimidad)
Los polvo' en el parking de la universidad (Universidad)
Pero tú no me toma' con seriedad (Seriedad)
Y yo dándolo todo a ver si se me da (Se me da), yeh

[Verso 3: Zion]
(Z-Diddy)
Mírala, quiere que le pongan reggaetón
Ya no confía en ningún cabrón
Le puso canda'o a su corazón (Zion, baby)
Mírala, quiere que le pongan reggaetón
Ya no confía en ningún cabrón
Le puso canda'o a su corazón

[Coro: Zion]
Y pa' enamorarla, ah-ah-ah-ah
Se necesita, ey, más de una cita , ey
Y pa' enamorarla, ah-ah-ah-ah
Se necesita, ey, más de una cita, ey",https://genius.com/Bad-bunny-and-zion-and-lennox-mas-de-una-cita-lyrics
Bad Bunny,Las que no iban a salir,BYE ME FUI,BYE ME FUI,"[Letra de ""BYE ME FUI""]

[Intro]
Yeh, yeh, yeh
Yeh, yeh, yeh

[Pre-Estribillo]
Viniste buscándome (Buscándome)
Porque te fallaron de nuevo (De nuevo), yeh-eh
Viniste buscándome (Buscándome)
Pero ya se acabó ese juego (Ese juego), yeh-eh

[Estribillo]
Porque ya me cansé, eh-eh, eh-eh-eh
De que no valores mis brazos, mis brazos
Y ya me cansé, eh-eh, eh-eh-eh
De solo ser por si acaso, un por si acaso

[Post-Estribillo]
Dile adiós a tu mejor opción
Bye, me fui (Me fui), me fui (Me fui)
Dile adiós a tu mejor opción
Bye, me fui (Me fui), me fui (Me fui)
Eh-eh-eh

[Verso]
Y nadie sabe lo que tiene hasta que lo pierde
Y tú ni siquiera va' a saber
Que cómo yo nadie te va a querer
Baby, sobre mí ya no tiene' poder
Y tú que siempre quería' un amor de fantasía, como lo' unicornio'
Pero solo te dieron el cuerno
Otra diosa má' que prefirió el infierno
Que ese cabrón te haría daño, eso era obvio
Y no es que yo crea en el amor eterno
Pero pensando en si está' bien, ya yo ni duermo
Tu mai' loca de que yo sea su yerno
Y yo esperando como un tonto, ya me odio
Pero ya me cansé de ser el alterno
Y de lo' verano' que terminan en invierno
Quizá' es que piscis no mezcla con capricornio
O que el amor a media' se ha vuelto moderno, eh
Y si e' real yo no lo oculto, eh
Si ere' mi diosa, te hago un culto
Pero te acostumbraste a los insulto'
Y aunque muera de gana' no podemo' verno', eh
Un día sí, un día no, eso no e' tenerno'
Hace tiempo no llamaba' pa' comerno'

[Outro]
Y hoy vienes buscándome (Buscándome)
Porque te fallaron de nuevo (De nuevo), yeh-eh
Viniste buscándome (Buscándome)
Pero ya se acabó ese juego (Ese juego)",https://genius.com/Bad-bunny-bye-me-fui-lyrics
